location,currency,month,exchange_rate_to_INR,accommodation_type,travel_purpose,traveler_type,tags,average_days,hotel_cost_on_season_INR,hotel_cost_off_season_INR,hotel_cost_on_season_local,hotel_cost_off_season_local,transport_options,transport_cost_on_season_INR,transport_cost_off_season_INR,transport_cost_on_season_local,transport_cost_off_season_local,extra_expenses_INR,extra_expenses_local,total_budget_on_season_INR,total_budget_off_season_INR
Kerala,INR,April,1.0,Resort,Business,Luxury Traveler,"adventure, romantic, family",12,14003.0,12602.7,14003.0,12602.7,Flight,7433.0,6689.7,7433.0,6689.7,3749.19,3749.19,25185.19,23041.59
Cape Town,ZAR,June,4.5,Resort,Leisure,Budget Traveler,family,7,18050.4,13537.8,4011.2,3008.4,Car Rental,7980.0,5985.0,1773.33,1330.0,6004.46,1334.32,32034.86,25527.26
New York,USD,May,83.0,Hostel,Pilgrimage,Business Traveler,solo,7,19947.6,14960.7,240.33,180.25,Flight,6018.0,4513.5,72.51,54.38,6245.24,75.24,32210.84,25719.44
Rishikesh,INR,December,1.0,Airbnb,Business,Backpacker,"romantic, solo, cultural",13,19902.0,14926.5,19902.0,14926.5,Bus,3525.6,2644.2,3525.6,2644.2,8353.34,8353.34,31780.94,25924.04
Rishikesh,INR,June,1.0,Airbnb,Business,Luxury Traveler,"solo, romantic",6,22404.0,16803.0,22404.0,16803.0,Car Rental,6207.6,4655.7,6207.6,4655.7,2110.48,2110.48,30722.08,23569.18
Kerala,INR,February,1.0,Hostel,Leisure,Business Traveler,"cultural, solo",14,10313.9,10920.6,10313.9,10920.6,Bus,6819.55,7220.7,6819.55,7220.7,6843.67,6843.67,23977.12,24984.97
Rome,EUR,August,90.0,Resort,Leisure,Family Traveler,family,15,18952.0,17056.8,210.58,189.52,Flight,7144.0,6429.6,79.38,71.44,2072.04,23.02,28168.04,25558.44
Cape Town,ZAR,March,4.5,Hotel,Business,Luxury Traveler,"cultural, romantic",8,11965.0,10768.5,2658.89,2393.0,Bus,4197.0,3777.3,932.67,839.4,2528.24,561.83,18690.24,17074.04
Sydney,AUD,May,55.0,Airbnb,Leisure,Family Traveler,"family, cultural, solo",12,7321.2,5490.9,133.11,99.83,Flight,14088.0,10566.0,256.15,192.11,3503.3,63.7,24912.5,19560.2
Kerala,INR,January,1.0,Airbnb,Pilgrimage,Family Traveler,"solo, adventure, romantic",15,9071.2,9604.8,9071.2,9604.8,Bus,10342.8,10951.2,10342.8,10951.2,2765.33,2765.33,22179.33,23321.33
London,GBP,November,105.0,Resort,Adventure,Luxury Traveler,"adventure, cultural",4,15306.0,13775.4,145.77,131.19,Train,6373.0,5735.7,60.7,54.63,4892.86,46.6,26571.86,24403.96
Leh,INR,June,1.0,Hostel,Leisure,Backpacker,"cultural, solo, family",9,14955.6,11216.7,14955.6,11216.7,Car Rental,16234.8,12176.1,16234.8,12176.1,3546.24,3546.24,34736.64,26939.04
New York,USD,August,83.0,Airbnb,Business,Business Traveler,"adventure, family, solo",3,10123.0,9110.7,121.96,109.77,Bus,3808.0,3427.2,45.88,41.29,1717.77,20.7,15648.77,14255.67
Rishikesh,INR,August,1.0,Hostel,Adventure,Budget Traveler,"cultural, adventure",7,18866.0,16979.4,18866.0,16979.4,Train,9148.0,8233.2,9148.0,8233.2,5082.33,5082.33,33096.33,30294.93
Manali,INR,January,1.0,Hostel,Adventure,Backpacker,"solo, cultural, family",13,9536.15,10097.1,9536.15,10097.1,Bus,8166.8,8647.2,8166.8,8647.2,6097.37,6097.37,23800.32,24841.67
Singapore,SGD,June,62.0,Resort,Leisure,Backpacker,"romantic, solo, family",12,4178.4,3133.8,67.39,50.55,Bus,9675.6,7256.7,156.06,117.04,1436.54,23.17,15290.54,11827.04
Leh,INR,February,1.0,Resort,Leisure,Backpacker,family,8,12670.95,13416.3,12670.95,13416.3,Flight,6471.9,6852.6,6471.9,6852.6,7597.87,7597.87,26740.72,27866.77
Manali,INR,March,1.0,Airbnb,Pilgrimage,Family Traveler,"family, romantic, adventure",11,12913.0,11621.7,12913.0,11621.7,Train,14672.0,13204.8,14672.0,13204.8,4838.02,4838.02,32423.02,29664.52
Tokyo,JPY,October,0.55,Airbnb,Leisure,Family Traveler,"adventure, solo",11,13022.0,11719.8,23676.36,21308.73,Bus,9811.0,8829.9,17838.18,16054.36,7835.35,14246.09,30668.35,28385.05
Barcelona,EUR,October,90.0,Hotel,Business,Family Traveler,"romantic, family",14,12081.0,10872.9,134.23,120.81,Car Rental,14554.0,13098.6,161.71,145.54,7120.44,79.12,33755.44,31091.94
Cape Town,ZAR,November,4.5,Resort,Pilgrimage,Family Traveler,"solo, family, cultural",13,14458.0,13012.2,3212.89,2891.6,Bus,3921.0,3528.9,871.33,784.2,7332.38,1629.42,25711.38,23873.48
Leh,INR,July,1.0,Hostel,Pilgrimage,Business Traveler,"solo, family, romantic",15,8681.0,7812.9,8681.0,7812.9,Bus,8223.0,7400.7,8223.0,7400.7,5223.93,5223.93,22127.93,20437.53
Cape Town,ZAR,July,4.5,Hostel,Adventure,Backpacker,"romantic, adventure, solo",11,12281.0,11052.9,2729.11,2456.2,Bus,4337.0,3903.3,963.78,867.4,4614.74,1025.5,21232.74,19570.94
London,GBP,May,105.0,Airbnb,Pilgrimage,Backpacker,"romantic, cultural",14,13764.0,10323.0,131.09,98.31,Flight,15658.8,11744.1,149.13,111.85,2808.61,26.75,32231.41,24875.71
Singapore,SGD,June,62.0,Resort,Business,Budget Traveler,"adventure, romantic",7,8158.8,6119.1,131.59,98.7,Train,7509.6,5632.2,121.12,90.84,1466.39,23.65,17134.79,13217.69
Sydney,AUD,May,55.0,Hostel,Leisure,Luxury Traveler,solo,12,13080.0,9810.0,237.82,178.36,Train,4498.8,3374.1,81.8,61.35,1985.25,36.1,19564.05,15169.35
Jaipur,INR,July,1.0,Hostel,Pilgrimage,Luxury Traveler,cultural,4,12823.0,11540.7,12823.0,11540.7,Car Rental,13253.0,11927.7,13253.0,11927.7,5045.44,5045.44,31121.44,28513.84
Istanbul,EUR,November,90.0,Hostel,Business,Budget Traveler,cultural,8,8535.0,7681.5,94.83,85.35,Flight,13884.0,12495.6,154.27,138.84,3209.1,35.66,25628.1,23386.2
Barcelona,EUR,March,90.0,Airbnb,Adventure,Backpacker,solo,10,3190.0,2871.0,35.44,31.9,Flight,8004.0,7203.6,88.93,80.04,6986.35,77.63,18180.35,17060.95
Tokyo,JPY,August,0.55,Airbnb,Pilgrimage,Business Traveler,"family, solo",5,19802.0,17821.8,36003.64,32403.27,Train,10090.0,9081.0,18345.45,16510.91,5400.29,9818.71,35292.29,32303.09
New York,USD,December,83.0,Resort,Adventure,Family Traveler,"family, cultural, romantic",8,9721.2,7290.9,117.12,87.84,Car Rental,2076.0,1557.0,25.01,18.76,7443.05,89.68,19240.25,16290.95
Kerala,INR,July,1.0,Resort,Pilgrimage,Luxury Traveler,romantic,10,5125.0,4612.5,5125.0,4612.5,Train,4527.0,4074.3,4527.0,4074.3,2075.11,2075.11,11727.11,10761.91
New York,USD,June,83.0,Hotel,Adventure,Backpacker,"family, solo, romantic",12,14272.8,10704.6,171.96,128.97,Car Rental,13251.6,9938.7,159.66,119.74,6244.73,75.24,33769.13,26888.03
Rishikesh,INR,July,1.0,Hostel,Pilgrimage,Backpacker,"cultural, family",7,18466.0,16619.4,18466.0,16619.4,Train,13027.0,11724.3,13027.0,11724.3,7584.05,7584.05,39077.05,35927.75
Leh,INR,August,1.0,Hotel,Adventure,Family Traveler,"family, cultural, romantic",11,14242.0,12817.8,14242.0,12817.8,Car Rental,8313.0,7481.7,8313.0,7481.7,7307.28,7307.28,29862.28,27606.78
Kerala,INR,October,1.0,Airbnb,Leisure,Luxury Traveler,"cultural, family, solo",11,5676.0,5108.4,5676.0,5108.4,Car Rental,2511.0,2259.9,2511.0,2259.9,8416.62,8416.62,16603.62,15784.92
Paris,EUR,December,90.0,Resort,Leisure,Business Traveler,cultural,10,21620.4,16215.3,240.23,180.17,Car Rental,3586.8,2690.1,39.85,29.89,5499.8,61.11,30707.0,24405.2
Sydney,AUD,August,55.0,Resort,Leisure,Budget Traveler,"family, solo, adventure",9,12098.0,10888.2,219.96,197.97,Bus,13350.0,12015.0,242.73,218.45,1120.15,20.37,26568.15,24023.35
Sydney,AUD,January,55.0,Resort,Pilgrimage,Luxury Traveler,"adventure, romantic, family",7,3621.85,3834.9,65.85,69.73,Car Rental,7848.9,8310.6,142.71,151.1,1236.05,22.47,12706.8,13381.55
Kerala,INR,November,1.0,Hostel,Leisure,Family Traveler,"cultural, family",8,19671.0,17703.9,19671.0,17703.9,Flight,3678.0,3310.2,3678.0,3310.2,5868.44,5868.44,29217.44,26882.54
Tokyo,JPY,August,0.55,Airbnb,Leisure,Luxury Traveler,"romantic, family",9,19840.0,17856.0,36072.73,32465.45,Train,8448.0,7603.2,15360.0,13824.0,5703.45,10369.91,33991.45,31162.65
Manali,INR,November,1.0,Hotel,Leisure,Budget Traveler,cultural,3,15737.0,14163.3,15737.0,14163.3,Car Rental,11574.0,10416.6,11574.0,10416.6,6897.67,6897.67,34208.67,31477.57
London,GBP,December,105.0,Airbnb,Adventure,Budget Traveler,cultural,6,4138.8,3104.1,39.42,29.56,Train,9708.0,7281.0,92.46,69.34,4631.54,44.11,18478.34,15016.64
Bangkok,THB,April,2.4,Resort,Leisure,Backpacker,"solo, family",11,11888.0,10699.2,4953.33,4458.0,Car Rental,3847.0,3462.3,1602.92,1442.63,6050.49,2521.04,21785.49,20211.99
Dubai,AED,November,22.5,Resort,Pilgrimage,Business Traveler,romantic,8,14489.0,13040.1,643.96,579.56,Train,14374.0,12936.6,638.84,574.96,5503.93,244.62,34366.93,31480.63
London,GBP,April,105.0,Hostel,Business,Budget Traveler,"adventure, cultural, romantic",15,11854.0,10668.6,112.9,101.61,Car Rental,13092.0,11782.8,124.69,112.22,2165.86,20.63,27111.86,24617.26
New York,USD,April,83.0,Resort,Leisure,Budget Traveler,"family, solo, cultural",10,12822.0,11539.8,154.48,139.03,Flight,12095.0,10885.5,145.72,131.15,1761.35,21.22,26678.35,24186.65
Paris,EUR,October,90.0,Hotel,Business,Budget Traveler,family,8,9111.0,8199.9,101.23,91.11,Car Rental,9354.0,8418.6,103.93,93.54,2604.29,28.94,21069.29,19222.79
Paris,EUR,July,90.0,Airbnb,Pilgrimage,Business Traveler,"romantic, cultural, family",15,9842.0,8857.8,109.36,98.42,Car Rental,10545.0,9490.5,117.17,105.45,3476.33,38.63,23863.33,21824.63
Jaipur,INR,December,1.0,Hostel,Leisure,Backpacker,"adventure, solo",8,20860.8,15645.6,20860.8,15645.6,Train,16773.6,12580.2,16773.6,12580.2,8531.9,8531.9,46166.3,36757.7
New York,USD,September,83.0,Airbnb,Pilgrimage,Business Traveler,"family, adventure, romantic",6,13330.55,14114.7,160.61,170.06,Bus,5385.6,5702.4,64.89,68.7,2171.51,26.16,20887.66,21988.61
Istanbul,EUR,August,90.0,Hotel,Leisure,Family Traveler,"family, solo",8,7512.0,6760.8,83.47,75.12,Flight,13505.0,12154.5,150.06,135.05,7015.1,77.95,28032.1,25930.4
Goa,INR,July,1.0,Resort,Leisure,Budget Traveler,cultural,4,6505.0,5854.5,6505.0,5854.5,Bus,11833.0,10649.7,11833.0,10649.7,3014.95,3014.95,21352.95,19519.15
Istanbul,EUR,November,90.0,Airbnb,Leisure,Budget Traveler,cultural,11,17986.0,16187.4,199.84,179.86,Bus,1757.0,1581.3,19.52,17.57,1064.89,11.83,20807.89,18833.59
Cape Town,ZAR,December,4.5,Hostel,Adventure,Family Traveler,family,4,19330.8,14498.1,4295.73,3221.8,Bus,17649.6,13237.2,3922.13,2941.6,2674.35,594.3,39654.74999999999,30409.65
New York,USD,July,83.0,Hotel,Pilgrimage,Luxury Traveler,"solo, cultural",10,4589.0,4130.1,55.29,49.76,Car Rental,7612.0,6850.8,91.71,82.54,4382.24,52.8,16583.24,15363.14
Singapore,SGD,September,62.0,Hotel,Business,Budget Traveler,"adventure, romantic",3,14957.45,15837.3,241.25,255.44,Flight,2056.15,2177.1,33.16,35.11,6468.18,104.33,23481.78,24482.58
Paris,EUR,December,90.0,Airbnb,Business,Backpacker,"cultural, solo, adventure",4,21097.2,15822.9,234.41,175.81,Flight,7129.2,5346.9,79.21,59.41,1431.94,15.91,29658.34,22601.74
Leh,INR,December,1.0,Resort,Leisure,Family Traveler,"cultural, romantic",5,18061.2,13545.9,18061.2,13545.9,Train,3312.0,2484.0,3312.0,2484.0,3495.14,3495.14,24868.34,19525.04
Cape Town,ZAR,December,4.5,Airbnb,Adventure,Budget Traveler,"cultural, adventure",9,15999.6,11999.7,3555.47,2666.6,Flight,2854.8,2141.1,634.4,475.8,1703.57,378.57,20557.97,15844.37
Rome,EUR,August,90.0,Airbnb,Leisure,Family Traveler,"adventure, solo, romantic",9,9475.0,8527.5,105.28,94.75,Train,7329.0,6596.1,81.43,73.29,5454.62,60.61,22258.62,20578.22
Kerala,INR,May,1.0,Hotel,Adventure,Business Traveler,"romantic, solo",15,8463.6,6347.7,8463.6,6347.7,Flight,9270.0,6952.5,9270.0,6952.5,7012.91,7012.91,24746.51,20313.11
Rome,EUR,June,90.0,Hotel,Adventure,Business Traveler,"cultural, adventure, solo",4,13006.8,9755.1,144.52,108.39,Flight,3808.8,2856.6,42.32,31.74,1954.64,21.72,18770.24,14566.34
Sydney,AUD,February,55.0,Hostel,Business,Budget Traveler,"cultural, family, romantic",7,10735.5,11367.0,195.19,206.67,Car Rental,6639.35,7029.9,120.72,127.82,1082.02,19.67,18456.87,19478.92
Leh,INR,May,1.0,Resort,Adventure,Business Traveler,"adventure, romantic",5,14240.4,10680.3,14240.4,10680.3,Flight,7076.4,5307.3,7076.4,5307.3,4598.86,4598.86,25915.66,20586.46
New York,USD,April,83.0,Airbnb,Adventure,Luxury Traveler,"solo, adventure",6,18246.0,16421.4,219.83,197.85,Car Rental,11228.0,10105.2,135.28,121.75,6000.0,72.29,35474.0,32526.6
Rome,EUR,June,90.0,Resort,Business,Luxury Traveler,"romantic, family",13,19332.0,14499.0,214.8,161.1,Bus,17832.0,13374.0,198.13,148.6,8480.67,94.23,45644.67,36353.67
Singapore,SGD,June,62.0,Resort,Pilgrimage,Family Traveler,romantic,13,13860.0,10395.0,223.55,167.66,Bus,16248.0,12186.0,262.06,196.55,6680.96,107.76,36788.96,29261.96
Dubai,AED,February,22.5,Hostel,Adventure,Family Traveler,adventure,5,7264.95,7692.3,322.89,341.88,Car Rental,9522.55,10082.7,423.22,448.12,5667.76,251.9,22455.26,23442.76
Kerala,INR,July,1.0,Resort,Pilgrimage,Luxury Traveler,"adventure, cultural, solo",7,18361.0,16524.9,18361.0,16524.9,Car Rental,3780.0,3402.0,3780.0,3402.0,5868.73,5868.73,28009.73,25795.63
Sydney,AUD,September,55.0,Airbnb,Leisure,Family Traveler,"solo, cultural, adventure",15,13350.1,14135.4,242.73,257.01,Train,8845.95,9366.3,160.84,170.3,1422.88,25.87,23618.93,24924.58
Singapore,SGD,June,62.0,Airbnb,Pilgrimage,Family Traveler,"cultural, family, adventure",4,19326.0,14494.5,311.71,233.78,Car Rental,3882.0,2911.5,62.61,46.96,1033.6,16.67,24241.6,18439.6
Cape Town,ZAR,March,4.5,Airbnb,Adventure,Budget Traveler,family,4,13303.0,11972.7,2956.22,2660.6,Bus,1902.0,1711.8,422.67,380.4,4751.31,1055.85,19956.31,18435.81
Rome,EUR,April,90.0,Hotel,Leisure,Business Traveler,"solo, romantic",10,19075.0,17167.5,211.94,190.75,Flight,9412.0,8470.8,104.58,94.12,3542.93,39.37,32029.93,29181.23
Bangkok,THB,November,2.4,Resort,Business,Luxury Traveler,"family, cultural, adventure",5,5583.0,5024.7,2326.25,2093.62,Car Rental,12594.0,11334.6,5247.5,4722.75,8203.53,3418.14,26380.53,24562.83
Singapore,SGD,November,62.0,Resort,Leisure,Budget Traveler,"cultural, family, adventure",13,8044.0,7239.6,129.74,116.77,Car Rental,4553.0,4097.7,73.44,66.09,6161.22,99.37,18758.22,17498.52
Paris,EUR,April,90.0,Hostel,Adventure,Family Traveler,cultural,15,11120.0,10008.0,123.56,111.2,Bus,13826.0,12443.4,153.62,138.26,7165.5,79.62,32111.5,29616.9
Paris,EUR,August,90.0,Hotel,Adventure,Backpacker,"adventure, cultural, romantic",10,5734.0,5160.6,63.71,57.34,Bus,5798.0,5218.2,64.42,57.98,6530.0,72.56,18062.0,16908.8
Rome,EUR,October,90.0,Hotel,Adventure,Family Traveler,"solo, family, adventure",14,7653.0,6887.7,85.03,76.53,Train,14832.0,13348.8,164.8,148.32,6909.88,76.78,29394.88,27146.38
Jaipur,INR,March,1.0,Resort,Business,Family Traveler,cultural,11,14232.0,12808.8,14232.0,12808.8,Car Rental,12861.0,11574.9,12861.0,11574.9,2109.86,2109.86,29202.86,26493.56
Istanbul,EUR,November,90.0,Airbnb,Leisure,Business Traveler,"family, cultural",5,19608.0,17647.2,217.87,196.08,Car Rental,12861.0,11574.9,142.9,128.61,6354.03,70.6,38823.03,35576.13
Dubai,AED,January,22.5,Resort,Pilgrimage,Family Traveler,"adventure, cultural, romantic",9,15197.15,16091.1,675.43,715.16,Car Rental,3175.6,3362.4,141.14,149.44,2839.01,126.18,21211.76,22292.51
Istanbul,EUR,March,90.0,Hostel,Business,Backpacker,romantic,15,4708.0,4237.2,52.31,47.08,Bus,10763.0,9686.7,119.59,107.63,1317.37,14.64,16788.37,15241.27
Rome,EUR,October,90.0,Resort,Pilgrimage,Backpacker,"romantic, solo, cultural",4,18230.0,16407.0,202.56,182.3,Train,10506.0,9455.4,116.73,105.06,5259.39,58.44,33995.39,31121.79
Jaipur,INR,December,1.0,Hostel,Pilgrimage,Budget Traveler,"solo, family",10,12133.2,9099.9,12133.2,9099.9,Bus,7652.4,5739.3,7652.4,5739.3,1204.04,1204.04,20989.64,16043.24
Rishikesh,INR,October,1.0,Hostel,Adventure,Family Traveler,"cultural, romantic",6,6562.0,5905.8,6562.0,5905.8,Bus,14358.0,12922.2,14358.0,12922.2,2856.45,2856.45,23776.45,21684.45
Tokyo,JPY,October,0.55,Hostel,Business,Business Traveler,romantic,4,10760.0,9684.0,19563.64,17607.27,Train,9928.0,8935.2,18050.91,16245.82,6085.6,11064.73,26773.6,24704.8
Leh,INR,December,1.0,Resort,Leisure,Luxury Traveler,"romantic, adventure, family",13,15064.8,11298.6,15064.8,11298.6,Flight,6666.0,4999.5,6666.0,4999.5,7081.7,7081.7,28812.5,23379.8
Singapore,SGD,September,62.0,Resort,Leisure,Backpacker,"solo, cultural, romantic",10,9448.6,10004.4,152.4,161.36,Bus,10949.7,11593.8,176.61,187.0,4385.27,70.73,24783.57,25983.47
Sydney,AUD,July,55.0,Resort,Leisure,Backpacker,"romantic, family",6,9137.0,8223.3,166.13,149.51,Bus,8539.0,7685.1,155.25,139.73,7748.8,140.89,25424.8,23657.2
Manali,INR,February,1.0,Airbnb,Adventure,Budget Traveler,"family, cultural",5,14500.15,15353.1,14500.15,15353.1,Train,1501.1,1589.4,1501.1,1589.4,1993.31,1993.31,17994.56,18935.81
Kerala,INR,November,1.0,Airbnb,Pilgrimage,Luxury Traveler,adventure,8,13810.0,12429.0,13810.0,12429.0,Train,5602.0,5041.8,5602.0,5041.8,1730.11,1730.11,21142.11,19200.91
Kerala,INR,December,1.0,Resort,Leisure,Family Traveler,cultural,10,6141.6,4606.2,6141.6,4606.2,Flight,1820.4,1365.3,1820.4,1365.3,2516.04,2516.04,10478.04,8487.54
Bangkok,THB,February,2.4,Hotel,Adventure,Business Traveler,solo,10,13462.3,14254.2,5609.29,5939.25,Bus,10940.35,11583.9,4558.48,4826.62,1903.29,793.04,26305.94,27741.39
Tokyo,JPY,March,0.55,Hotel,Pilgrimage,Luxury Traveler,cultural,15,14541.0,13086.9,26438.18,23794.36,Train,14172.0,12754.8,25767.27,23190.55,8236.95,14976.27,36949.95,34078.64999999999
Dubai,AED,December,22.5,Hotel,Leisure,Family Traveler,"adventure, family, solo",5,10777.2,8082.9,478.99,359.24,Train,14148.0,10611.0,628.8,471.6,7727.69,343.45,32652.89,26421.59
Singapore,SGD,June,62.0,Airbnb,Adventure,Budget Traveler,cultural,5,19284.0,14463.0,311.03,233.27,Flight,7982.4,5986.8,128.75,96.56,7102.69,114.56,34369.09,27552.49
Paris,EUR,September,90.0,Resort,Business,Budget Traveler,adventure,9,15891.6,16826.4,176.57,186.96,Flight,3901.5,4131.0,43.35,45.9,6834.61,75.94,26627.71,27792.01
Istanbul,EUR,November,90.0,Airbnb,Pilgrimage,Luxury Traveler,"cultural, adventure",8,4326.0,3893.4,48.07,43.26,Train,10155.0,9139.5,112.83,101.55,1193.29,13.26,15674.29,14226.19
Kerala,INR,January,1.0,Resort,Pilgrimage,Budget Traveler,"cultural, romantic",6,3580.2,3790.8,3580.2,3790.8,Car Rental,1466.25,1552.5,1466.25,1552.5,2857.37,2857.37,7903.82,8200.67
Kerala,INR,November,1.0,Hostel,Adventure,Backpacker,cultural,5,19582.0,17623.8,19582.0,17623.8,Train,10308.0,9277.2,10308.0,9277.2,5776.91,5776.91,35666.91,32677.91
Singapore,SGD,October,62.0,Hotel,Leisure,Luxury Traveler,family,9,4166.0,3749.4,67.19,60.47,Car Rental,6581.0,5922.9,106.15,95.53,7032.2,113.42,17779.2,16704.5
Rome,EUR,October,90.0,Hostel,Business,Luxury Traveler,solo,14,3803.0,3422.7,42.26,38.03,Flight,6567.0,5910.3,72.97,65.67,6660.08,74.0,17030.08,15993.08
Istanbul,EUR,June,90.0,Hotel,Adventure,Backpacker,romantic,14,22964.4,17223.3,255.16,191.37,Flight,11968.8,8976.6,132.99,99.74,7057.01,78.41,41990.21,33256.91
Barcelona,EUR,May,90.0,Hotel,Business,Budget Traveler,"adventure, romantic",14,22998.0,17248.5,255.53,191.65,Car Rental,3055.2,2291.4,33.95,25.46,3453.66,38.37,29506.86,22993.56
Dubai,AED,March,22.5,Hotel,Leisure,Budget Traveler,cultural,12,10359.0,9323.1,460.4,414.36,Flight,14170.0,12753.0,629.78,566.8,1906.15,84.72,26435.15,23982.25
London,GBP,January,105.0,Hostel,Adventure,Budget Traveler,"adventure, family, cultural",5,14839.3,15712.2,141.33,149.64,Car Rental,6343.55,6716.7,60.41,63.97,3871.37,36.87,25054.22,26300.27
New York,USD,February,83.0,Hotel,Leisure,Luxury Traveler,cultural,13,12083.6,12794.4,145.59,154.15,Car Rental,2937.6,3110.4,35.39,37.47,5522.94,66.54,20544.14,21427.74
Rome,EUR,May,90.0,Airbnb,Pilgrimage,Backpacker,romantic,11,14616.0,10962.0,162.4,121.8,Train,8234.4,6175.8,91.49,68.62,1692.23,18.8,24542.63,18830.03
Dubai,AED,October,22.5,Hotel,Leisure,Family Traveler,family,6,18166.0,16349.4,807.38,726.64,Car Rental,14158.0,12742.2,629.24,566.32,7698.0,342.13,40022.0,36789.6
London,GBP,September,105.0,Airbnb,Business,Backpacker,adventure,14,11348.35,12015.9,108.08,114.44,Flight,10131.15,10727.1,96.49,102.16,8471.24,80.68,29950.74,31214.24
Cape Town,ZAR,April,4.5,Resort,Pilgrimage,Budget Traveler,family,5,15756.0,14180.4,3501.33,3151.2,Bus,9561.0,8604.9,2124.67,1912.2,1553.07,345.13,26870.07,24338.37
Kerala,INR,October,1.0,Hostel,Adventure,Budget Traveler,"cultural, solo, family",13,5131.0,4617.9,5131.0,4617.9,Train,9780.0,8802.0,9780.0,8802.0,2226.94,2226.94,17137.94,15646.84
New York,USD,June,83.0,Hostel,Leisure,Business Traveler,"family, solo",14,17851.2,13388.4,215.07,161.31,Train,15576.0,11682.0,187.66,140.75,7542.47,90.87,40969.67,32612.87
Leh,INR,February,1.0,Airbnb,Adventure,Family Traveler,"family, adventure",8,6278.1,6647.4,6278.1,6647.4,Car Rental,7535.25,7978.5,7535.25,7978.5,4726.93,4726.93,18540.28,19352.83
Jaipur,INR,February,1.0,Airbnb,Leisure,Family Traveler,family,7,6089.4,6447.6,6089.4,6447.6,Train,12521.35,13257.9,12521.35,13257.9,7052.14,7052.14,25662.89,26757.64
London,GBP,June,105.0,Resort,Leisure,Luxury Traveler,adventure,13,17980.8,13485.6,171.25,128.43,Train,11894.4,8920.8,113.28,84.96,1344.64,12.81,31219.84,23751.04
Rome,EUR,February,90.0,Resort,Leisure,Luxury Traveler,family,3,5593.0,5922.0,62.14,65.8,Bus,2965.65,3140.1,32.95,34.89,1169.48,12.99,9728.13,10231.58
New York,USD,February,83.0,Hotel,Pilgrimage,Luxury Traveler,romantic,13,2306.9,2442.6,27.79,29.43,Flight,2172.6,2300.4,26.18,27.72,2589.37,31.2,7068.87,7332.37
Manali,INR,March,1.0,Hostel,Adventure,Business Traveler,"adventure, family, cultural",9,16193.0,14573.7,16193.0,14573.7,Train,14962.0,13465.8,14962.0,13465.8,6928.63,6928.63,38083.63,34968.13
New York,USD,August,83.0,Hotel,Adventure,Backpacker,"adventure, cultural",12,6870.0,6183.0,82.77,74.49,Flight,2067.0,1860.3,24.9,22.41,6171.07,74.35,15108.07,14214.37
Singapore,SGD,March,62.0,Airbnb,Pilgrimage,Family Traveler,adventure,15,15737.0,14163.3,253.82,228.44,Car Rental,4767.0,4290.3,76.89,69.2,6296.34,101.55,26800.34,24749.94
Dubai,AED,October,22.5,Hotel,Adventure,Backpacker,"family, solo, cultural",7,18462.0,16615.8,820.53,738.48,Car Rental,6769.0,6092.1,300.84,270.76,3913.26,173.92,29144.26,26621.16
London,GBP,March,105.0,Resort,Business,Budget Traveler,cultural,6,5281.0,4752.9,50.3,45.27,Bus,5560.0,5004.0,52.95,47.66,6083.04,57.93,16924.04,15839.94
Rishikesh,INR,April,1.0,Hostel,Pilgrimage,Family Traveler,romantic,14,12420.0,11178.0,12420.0,11178.0,Train,14708.0,13237.2,14708.0,13237.2,6847.0,6847.0,33975.0,31262.2
Sydney,AUD,May,55.0,Resort,Adventure,Family Traveler,solo,4,9302.4,6976.8,169.13,126.85,Flight,11442.0,8581.5,208.04,156.03,1193.72,21.7,21938.12,16752.02
